time	x error	y error	L0 error	L1 error	R0 error	R1 error	L eye error	R eye error
0	0.000000	-0.170000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2	0.000000	-0.170000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4	-1.460337	-0.170000	0.000000	0.000000	0.000000	0.000000	-1.043098	-1.043098
6	-1.459879	-0.168742	0.000000	0.000000	0.000000	0.000000	-1.016589	-1.016589
8	-1.458524	-0.165036	0.000000	0.000000	0.000000	0.000000	-0.960566	-0.960566
10	-1.456298	-0.159022	0.000000	0.000000	0.000000	0.000000	-0.902225	-0.902225
12	-1.453219	-0.150845	0.000000	0.000000	0.000000	0.000000	-0.845796	-0.845796
14	-1.449295	-0.140651	0.000000	0.000000	0.000000	0.000000	-0.791855	-0.791855
16	-1.444527	-0.128590	0.000000	0.000000	0.000000	0.000000	-0.740395	-0.740395
18	-1.438912	-0.114810	0.000000	0.000000	0.000000	0.000000	-0.691326	-0.691326
20	-1.432442	-0.099460	0.000000	0.000000	0.000000	0.000000	-0.644544	-0.644544
22	-1.425109	-0.082690	0.000000	0.000000	0.000000	0.000000	-0.599950	-0.599950
24	-1.416901	-0.064645	0.000000	0.000000	0.000000	0.000000	-0.557448	-0.557448
26	-1.407810	-0.045473	0.000000	0.000000	0.000000	0.000000	-0.516949	-0.516949
28	-1.397828	-0.025315	0.000000	0.000000	0.000000	0.000000	-0.478364	-0.478364
30	-1.386948	-0.004311	0.000000	0.000000	0.000000	0.000000	-0.441611	-0.441611
32	-1.375167	0.017401	0.000000	0.000000	0.000000	0.000000	-0.406611	-0.406611
34	-1.362485	0.039689	0.000000	0.000000	0.000000	0.000000	-0.373289	-0.373289
36	-1.348906	0.062424	0.000000	0.000000	0.000000	0.000000	-0.341572	-0.341572
38	-1.334437	0.085481	0.000000	0.000000	0.000000	0.000000	-0.311392	-0.311392
40	-1.319091	0.108742	0.000000	0.000000	0.000000	0.000000	-0.282682	-0.282682
42	-1.302884	0.132092	0.000000	0.000000	0.000000	0.000000	-0.255380	-0.255380
44	-1.285837	0.155422	0.000000	0.000000	0.000000	0.000000	-0.229425	-0.229425
46	-1.267974	0.178628	0.000000	0.000000	0.000000	0.000000	-0.204761	-0.204761
48	-1.249324	0.201614	0.000000	0.000000	0.000000	0.000000	-0.181332	-0.181332
50	-1.229921	0.224288	0.000000	0.000000	0.000000	0.000000	-0.159085	-0.159085
52	-1.209801	0.246564	0.000000	0.000000	0.000000	0.000000	-0.137970	-0.137970
54	-1.189004	0.268363	0.000000	0.000000	0.000000	0.000000	-0.117939	-0.117939
56	-1.167573	0.289614	0.000000	0.000000	0.000000	0.000000	-0.098946	-0.098946
58	-1.145553	0.310249	0.000000	0.000000	0.000000	0.000000	-0.080947	-0.080947
60	-1.122994	0.330208	0.000000	0.000000	0.000000	0.000000	-0.063898	-0.063898
62	-1.099945	0.349439	0.000000	0.000000	0.000000	0.000000	-0.047761	-0.047761
64	-1.076458	0.367893	0.000000	0.000000	0.000000	0.000000	-0.032495	-0.032495
66	-1.052585	0.385528	0.000000	0.000000	0.000000	0.000000	-0.018064	-0.018064
68	-1.028382	0.402311	0.000000	0.000000	0.000000	0.000000	-0.004433	-0.004433
70	-1.003901	0.418210	0.000000	0.000000	0.000000	0.000000	0.008435	0.008435
72	-0.979197	0.433203	0.000000	0.000000	0.000000	0.000000	0.020570	0.020570
74	-0.954325	0.447270	0.000000	0.000000	0.000000	0.000000	0.032004	0.032004
76	-0.929337	0.460399	0.000000	0.000000	0.000000	0.000000	0.042768	0.042768
78	-0.904288	0.472581	0.000000	0.000000	0.000000	0.000000	0.052891	0.052891
80	-0.879228	0.483812	0.000000	0.000000	0.000000	0.000000	0.062400	0.062400
82	-0.854207	0.494094	0.000000	0.000000	0.000000	0.000000	0.071321	0.071321
84	-0.829275	0.503430	0.000000	0.000000	0.000000	0.000000	0.079681	0.079681
86	-0.804479	0.511831	0.000000	0.000000	0.000000	0.000000	0.087504	0.087504
88	-0.779862	0.519307	0.000000	0.000000	0.000000	0.000000	0.094814	0.094814
90	-0.755468	0.525874	0.000000	0.000000	0.000000	0.000000	0.101633	0.101633
92	-0.731337	0.531551	0.000000	0.000000	0.000000	0.000000	0.107982	0.107982
94	-0.707507	0.536359	0.000000	0.000000	0.000000	0.000000	0.113883	0.113883
96	-0.684014	0.540321	0.000000	0.000000	0.000000	0.000000	0.119356	0.119356
98	-0.660890	0.543463	0.000000	0.000000	0.000000	0.000000	0.124419	0.124419
100	-0.638167	0.545811	0.000000	0.000000	0.000000	0.000000	0.129092	0.129092
102	-0.615872	0.547395	0.000000	0.000000	0.000000	0.000000	0.133392	0.133392
104	-0.594031	0.548245	0.000000	0.000000	0.000000	0.000000	0.137336	0.137336
106	-0.572665	0.548392	0.000000	0.000000	0.000000	0.000000	0.140940	0.140940
108	-0.551797	0.547868	0.000000	0.000000	0.000000	0.000000	0.144221	0.144221
110	-0.531442	0.546706	0.000000	0.000000	0.000000	0.000000	0.147192	0.147192
112	-0.511617	0.544938	0.000000	0.000000	0.000000	0.000000	0.149869	0.149869
114	-0.492335	0.542597	0.000000	0.000000	0.000000	0.000000	0.152266	0.152266
116	-0.473606	0.539718	0.000000	0.000000	0.000000	0.000000	0.154395	0.154395
118	-0.455439	0.536333	0.000000	0.000000	0.000000	0.000000	0.156271	0.156271
120	-0.437840	0.532475	0.000000	0.000000	0.000000	0.000000	0.157904	0.157904
122	-0.420814	0.528176	0.000000	0.000000	0.000000	0.000000	0.159308	0.159308
124	-0.404364	0.523469	0.000000	0.000000	0.000000	0.000000	0.160492	0.160492
126	-0.388489	0.518384	0.000000	0.000000	0.000000	0.000000	0.161469	0.161469
128	-0.373191	0.512952	0.000000	0.000000	0.000000	0.000000	0.162249	0.162249
130	-0.358465	0.507204	0.000000	0.000000	0.000000	0.000000	0.162841	0.162841
132	-0.344309	0.501167	0.000000	0.000000	0.000000	0.000000	0.163256	0.163256
134	-0.330716	0.494871	0.000000	0.000000	0.000000	0.000000	0.163503	0.163503
136	-0.317682	0.488341	0.000000	0.000000	0.000000	0.000000	0.163590	0.163590
138	-0.305197	0.481604	0.000000	0.000000	0.000000	0.000000	0.163527	0.163527
140	-0.293254	0.474684	0.000000	0.000000	0.000000	0.000000	0.163321	0.163321
142	-0.281843	0.467606	0.000000	0.000000	0.000000	0.000000	0.162980	0.162980
144	-0.270954	0.460393	0.000000	0.000000	0.000000	0.000000	0.162513	0.162513
146	-0.260576	0.453065	0.000000	0.000000	0.000000	0.000000	0.161925	0.161925
148	-0.250697	0.445643	0.000000	0.000000	0.000000	0.000000	0.161225	0.161225
150	-0.241305	0.438147	0.000000	0.000000	0.000000	0.000000	0.160419	0.160419
152	-0.232388	0.430596	0.000000	0.000000	0.000000	0.000000	0.159513	0.159513
154	-0.223932	0.423005	0.000000	0.000000	0.000000	0.000000	0.158513	0.158513
156	-0.215924	0.415393	0.000000	0.000000	0.000000	0.000000	0.157426	0.157426
158	-0.208351	0.407772	0.000000	0.000000	0.000000	0.000000	0.156256	0.156256
160	-0.201199	0.400159	0.000000	0.000000	0.000000	0.000000	0.155010	0.155010
162	-0.194454	0.392565	0.000000	0.000000	0.000000	0.000000	0.153693	0.153693
164	-0.188101	0.385004	0.000000	0.000000	0.000000	0.000000	0.152309	0.152309
166	-0.182128	0.377486	0.000000	0.000000	0.000000	0.000000	0.150863	0.150863
168	-0.176520	0.370022	0.000000	0.000000	0.000000	0.000000	0.149360	0.149360
170	-0.171263	0.362621	0.000000	0.000000	0.000000	0.000000	0.147804	0.147804
172	-0.166343	0.355292	0.000000	0.000000	0.000000	0.000000	0.146200	0.146200
174	-0.161748	0.348043	0.000000	0.000000	0.000000	0.000000	0.144550	0.144550
176	-0.157463	0.340881	0.000000	0.000000	0.000000	0.000000	0.142860	0.142860
178	-0.153475	0.333813	0.000000	0.000000	0.000000	0.000000	0.141133	0.141133
180	-0.149772	0.326844	0.000000	0.000000	0.000000	0.000000	0.139372	0.139372
182	-0.146340	0.319980	0.000000	0.000000	0.000000	0.000000	0.137580	0.137580
184	-0.143167	0.313224	0.000000	0.000000	0.000000	0.000000	0.135762	0.135762
186	-0.140242	0.306582	0.000000	0.000000	0.000000	0.000000	0.133919	0.133919
188	-0.137552	0.300056	0.000000	0.000000	0.000000	0.000000	0.132054	0.132054
190	-0.135085	0.293650	0.000000	0.000000	0.000000	0.000000	0.130171	0.130171
192	-0.132831	0.287365	0.000000	0.000000	0.000000	0.000000	0.128272	0.128272
194	-0.130778	0.281204	0.000000	0.000000	0.000000	0.000000	0.126359	0.126359
196	-0.128917	0.275168	0.000000	0.000000	0.000000	0.000000	0.124436	0.124436
198	-0.127236	0.269260	0.000000	0.000000	0.000000	0.000000	0.122503	0.122503
200	-0.125726	0.263478	0.000000	0.000000	0.000000	0.000000	0.120564	0.120564
202	-0.124378	0.257825	0.000000	0.000000	0.000000	0.000000	0.118620	0.118620
204	-0.123182	0.252300	0.000000	0.000000	0.000000	0.000000	0.116673	0.116673
206	-0.122129	0.246903	0.000000	0.000000	0.000000	0.000000	0.114725	0.114725
208	-0.121212	0.241634	0.000000	0.000000	0.000000	0.000000	0.112778	0.112778
210	-0.120421	0.236492	0.000000	0.000000	0.000000	0.000000	0.110834	0.110834
212	-0.119749	0.231477	0.000000	0.000000	0.000000	0.000000	0.108893	0.108893
214	-0.119188	0.226588	0.000000	0.000000	0.000000	0.000000	0.106958	0.106958
216	-0.118732	0.221823	0.000000	0.000000	0.000000	0.000000	0.105030	0.105030
218	-0.118373	0.217181	0.000000	0.000000	0.000000	0.000000	0.103110	0.103110
220	-0.118105	0.212661	0.000000	0.000000	0.000000	0.000000	0.101199	0.101199
222	-0.117921	0.208262	0.000000	0.000000	0.000000	0.000000	0.099299	0.099299
224	-0.117816	0.203980	0.000000	0.000000	0.000000	0.000000	0.097411	0.097411
226	-0.117784	0.199816	0.000000	0.000000	0.000000	0.000000	0.095536	0.095536
228	-0.117819	0.195767	0.000000	0.000000	0.000000	0.000000	0.093674	0.093674
230	-0.117917	0.191831	0.000000	0.000000	0.000000	0.000000	0.091826	0.091826
232	-0.118072	0.188006	0.000000	0.000000	0.000000	0.000000	0.089994	0.089994
234	-0.118280	0.184289	0.000000	0.000000	0.000000	0.000000	0.088179	0.088179
236	-0.118536	0.180680	0.000000	0.000000	0.000000	0.000000	0.086380	0.086380
238	-0.118836	0.177176	0.000000	0.000000	0.000000	0.000000	0.084599	0.084599
240	-0.119177	0.173774	0.000000	0.000000	0.000000	0.000000	0.082836	0.082836
242	-0.119554	0.170473	0.000000	0.000000	0.000000	0.000000	0.081092	0.081092
244	-0.119963	0.167270	0.000000	0.000000	0.000000	0.000000	0.079367	0.079367
246	-0.120403	0.164164	0.000000	0.000000	0.000000	0.000000	0.077662	0.077662
248	-0.120869	0.161151	0.000000	0.000000	0.000000	0.000000	0.075977	0.075977
250	-0.121359	0.158230	0.000000	0.000000	0.000000	0.000000	0.074313	0.074313
252	-0.121869	0.155399	0.000000	0.000000	0.000000	0.000000	0.072670	0.072670
254	-0.122398	0.152655	0.000000	0.000000	0.000000	0.000000	0.071049	0.071049
256	-0.122942	0.149997	0.000000	0.000000	0.000000	0.000000	0.069449	0.069449
258	-0.123500	0.147422	0.000000	0.000000	0.000000	0.000000	0.067871	0.067871
260	-0.124069	0.144928	0.000000	0.000000	0.000000	0.000000	0.066315	0.066315
262	-0.124647	0.142513	0.000000	0.000000	0.000000	0.000000	0.064782	0.064782
264	-0.125233	0.140174	0.000000	0.000000	0.000000	0.000000	0.063271	0.063271
266	-0.125824	0.137911	0.000000	0.000000	0.000000	0.000000	0.061782	0.061782
268	-0.126420	0.135721	0.000000	0.000000	0.000000	0.000000	0.060317	0.060317
270	-0.127018	0.133602	0.000000	0.000000	0.000000	0.000000	0.058874	0.058874
272	-0.127618	0.131552	0.000000	0.000000	0.000000	0.000000	0.057455	0.057455
274	-0.128217	0.129569	0.000000	0.000000	0.000000	0.000000	0.056058	0.056058
276	-0.128815	0.127651	0.000000	0.000000	0.000000	0.000000	0.054685	0.054685
278	-0.129410	0.125797	0.000000	0.000000	0.000000	0.000000	0.053334	0.053334
280	-0.130002	0.124005	0.000000	0.000000	0.000000	0.000000	0.052006	0.052006
282	-0.130590	0.122272	0.000000	0.000000	0.000000	0.000000	0.050702	0.050702
284	-0.131173	0.120598	0.000000	0.000000	0.000000	0.000000	0.049420	0.049420
286	-0.131750	0.118981	0.000000	0.000000	0.000000	0.000000	0.048161	0.048161
288	-0.132320	0.117418	0.000000	0.000000	0.000000	0.000000	0.046925	0.046925
290	-0.132882	0.115909	0.000000	0.000000	0.000000	0.000000	0.045711	0.045711
292	-0.133437	0.114451	0.000000	0.000000	0.000000	0.000000	0.044520	0.044520
294	-0.133984	0.113044	0.000000	0.000000	0.000000	0.000000	0.043351	0.043351
296	-0.134521	0.111686	0.000000	0.000000	0.000000	0.000000	0.042205	0.042205
298	-0.135050	0.110375	0.000000	0.000000	0.000000	0.000000	0.041081	0.041081
300	-0.135568	0.109110	0.000000	0.000000	0.000000	0.000000	0.039978	0.039978
302	-0.136077	0.107890	0.000000	0.000000	0.000000	0.000000	0.038897	0.038897
304	-0.136576	0.106713	0.000000	0.000000	0.000000	0.000000	0.037838	0.037838
306	-0.137064	0.105578	0.000000	0.000000	0.000000	0.000000	0.036801	0.036801
308	-0.137542	0.104483	0.000000	0.000000	0.000000	0.000000	0.035784	0.035784
310	-0.138009	0.103428	0.000000	0.000000	0.000000	0.000000	0.034788	0.034788
312	-0.138465	0.102412	0.000000	0.000000	0.000000	0.000000	0.033813	0.033813
314	-0.138909	0.101432	0.000000	0.000000	0.000000	0.000000	0.032859	0.032859
316	-0.139343	0.100488	0.000000	0.000000	0.000000	0.000000	0.031925	0.031925
318	-0.139766	0.099580	0.000000	0.000000	0.000000	0.000000	0.031011	0.031011
320	-0.140178	0.098705	0.000000	0.000000	0.000000	0.000000	0.030117	0.030117
322	-0.140578	0.097862	0.000000	0.000000	0.000000	0.000000	0.029242	0.029242
324	-0.140968	0.097051	0.000000	0.000000	0.000000	0.000000	0.028387	0.028387
326	-0.141346	0.096271	0.000000	0.000000	0.000000	0.000000	0.027550	0.027550
328	-0.141714	0.095521	0.000000	0.000000	0.000000	0.000000	0.026733	0.026733
330	-0.142071	0.094800	0.000000	0.000000	0.000000	0.000000	0.025934	0.025934
332	-0.142416	0.094106	0.000000	0.000000	0.000000	0.000000	0.025153	0.025153
334	-0.142751	0.093440	0.000000	0.000000	0.000000	0.000000	0.024391	0.024391
336	-0.143076	0.092799	0.000000	0.000000	0.000000	0.000000	0.023646	0.023646
338	-0.143390	0.092184	0.000000	0.000000	0.000000	0.000000	0.022919	0.022919
340	-0.143694	0.091594	0.000000	0.000000	0.000000	0.000000	0.022209	0.022209
342	-0.143988	0.091027	0.000000	0.000000	0.000000	0.000000	0.021516	0.021516
344	-0.144271	0.090483	0.000000	0.000000	0.000000	0.000000	0.020839	0.020839
346	-0.144545	0.089961	0.000000	0.000000	0.000000	0.000000	0.020179	0.020179
348	-0.144809	0.089461	0.000000	0.000000	0.000000	0.000000	0.019535	0.019535
350	-0.145064	0.088982	0.000000	0.000000	0.000000	0.000000	0.018907	0.018907
352	-0.145309	0.088522	0.000000	0.000000	0.000000	0.000000	0.018295	0.018295
354	-0.145545	0.088082	0.000000	0.000000	0.000000	0.000000	0.017698	0.017698
356	-0.145545	0.088082	0.000000	0.000000	0.000000	0.000000	0.016665	0.016665
358	-0.714289	-0.933716	0.000000	0.000000	0.000000	0.000000	0.851191	0.851191
360	-0.714466	-0.933702	0.000000	0.000000	0.000000	0.000000	0.829440	0.829440
362	-0.712884	-0.933829	0.000000	0.000000	0.000000	0.000000	0.784076	0.784076
364	-0.709635	-0.934081	0.000000	0.000000	0.000000	0.000000	0.736869	0.736869
366	-0.704810	-0.934437	0.000000	0.000000	0.000000	0.000000	0.691206	0.691206
368	-0.698498	-0.934868	0.000000	0.000000	0.000000	0.000000	0.647547	0.647547
370	-0.690789	-0.935341	0.000000	0.000000	0.000000	0.000000	0.605887	0.605887
372	-0.681770	-0.935822	0.000000	0.000000	0.000000	0.000000	0.566152	0.566152
374	-0.671527	-0.936271	0.000000	0.000000	0.000000	0.000000	0.528260	0.528260
376	-0.660147	-0.936649	0.000000	0.000000	0.000000	0.000000	0.492132	0.492132
378	-0.647712	-0.936915	0.000000	0.000000	0.000000	0.000000	0.457690	0.457690
380	-0.634306	-0.937030	0.000000	0.000000	0.000000	0.000000	0.424862	0.424862
382	-0.620009	-0.936953	0.000000	0.000000	0.000000	0.000000	0.393578	0.393578
384	-0.604901	-0.936647	0.000000	0.000000	0.000000	0.000000	0.363771	0.363771
386	-0.589061	-0.936075	0.000000	0.000000	0.000000	0.000000	0.335378	0.335378
388	-0.572564	-0.935205	0.000000	0.000000	0.000000	0.000000	0.308338	0.308338
390	-0.555486	-0.934003	0.000000	0.000000	0.000000	0.000000	0.282594	0.282594
392	-0.537899	-0.932442	0.000000	0.000000	0.000000	0.000000	0.258090	0.258090
394	-0.519875	-0.930496	0.000000	0.000000	0.000000	0.000000	0.234772	0.234772
396	-0.501482	-0.928142	0.000000	0.000000	0.000000	0.000000	0.212591	0.212591
398	-0.482788	-0.925362	0.000000	0.000000	0.000000	0.000000	0.191499	0.191499
400	-0.463858	-0.922138	0.000000	0.000000	0.000000	0.000000	0.171448	0.171448
402	-0.444754	-0.918459	0.000000	0.000000	0.000000	0.000000	0.152395	0.152395
404	-0.425537	-0.914315	0.000000	0.000000	0.000000	0.000000	0.134297	0.134297
406	-0.406264	-0.909700	0.000000	0.000000	0.000000	0.000000	0.117114	0.117114
408	-0.386991	-0.904611	0.000000	0.000000	0.000000	0.000000	0.100807	0.100807
410	-0.367770	-0.899048	0.000000	0.000000	0.000000	0.000000	0.085339	0.085339
412	-0.348652	-0.893014	0.000000	0.000000	0.000000	0.000000	0.070675	0.070675
414	-0.329683	-0.886514	0.000000	0.000000	0.000000	0.000000	0.056780	0.056780
416	-0.310909	-0.879556	0.000000	0.000000	0.000000	0.000000	0.043621	0.043621
418	-0.292371	-0.872151	0.000000	0.000000	0.000000	0.000000	0.031168	0.031168
420	-0.274108	-0.864312	0.000000	0.000000	0.000000	0.000000	0.019390	0.019390
422	-0.256156	-0.856053	0.000000	0.000000	0.000000	0.000000	0.008259	0.008259
424	-0.238548	-0.847391	0.000000	0.000000	0.000000	0.000000	-0.002252	-0.002252
426	-0.221315	-0.838344	0.000000	0.000000	0.000000	0.000000	-0.012171	-0.012171
428	-0.204484	-0.828931	0.000000	0.000000	0.000000	0.000000	-0.021523	-0.021523
430	-0.188080	-0.819174	0.000000	0.000000	0.000000	0.000000	-0.030331	-0.030331
432	-0.172126	-0.809093	0.000000	0.000000	0.000000	0.000000	-0.038620	-0.038620
434	-0.156641	-0.798712	0.000000	0.000000	0.000000	0.000000	-0.046411	-0.046411
436	-0.141641	-0.788053	0.000000	0.000000	0.000000	0.000000	-0.053726	-0.053726
438	-0.127142	-0.777141	0.000000	0.000000	0.000000	0.000000	-0.060586	-0.060586
440	-0.113155	-0.765999	0.000000	0.000000	0.000000	0.000000	-0.067010	-0.067010
442	-0.099690	-0.754651	0.000000	0.000000	0.000000	0.000000	-0.073018	-0.073018
444	-0.086754	-0.743122	0.000000	0.000000	0.000000	0.000000	-0.078627	-0.078627
446	-0.074354	-0.731435	0.000000	0.000000	0.000000	0.000000	-0.083856	-0.083856
448	-0.062491	-0.719615	0.000000	0.000000	0.000000	0.000000	-0.088720	-0.088720
450	-0.051169	-0.707685	0.000000	0.000000	0.000000	0.000000	-0.093237	-0.093237
452	-0.040386	-0.695667	0.000000	0.000000	0.000000	0.000000	-0.097421	-0.097421
454	-0.030141	-0.683584	0.000000	0.000000	0.000000	0.000000	-0.101287	-0.101287
456	-0.020429	-0.671459	0.000000	0.000000	0.000000	0.000000	-0.104851	-0.104851
458	-0.011247	-0.659311	0.000000	0.000000	0.000000	0.000000	-0.108125	-0.108125
460	-0.002587	-0.647162	0.000000	0.000000	0.000000	0.000000	-0.111123	-0.111123
462	0.005558	-0.635031	0.000000	0.000000	0.000000	0.000000	-0.113858	-0.113858
464	0.013197	-0.622936	0.000000	0.000000	-0.000046	-0.000033	-0.116341	-0.116341
466	0.020339	-0.610895	0.000000	0.000000	-0.000173	-0.000121	-0.118584	-0.118584
468	0.026995	-0.598925	0.000000	0.000000	-0.000356	-0.000244	-0.120600	-0.120600
470	0.033176	-0.587042	0.000000	0.000000	-0.000575	-0.000387	-0.122397	-0.122397
472	0.038894	-0.575260	0.000000	0.000000	-0.000814	-0.000538	-0.123988	-0.123988
474	0.044163	-0.563594	0.000000	0.000000	-0.001058	-0.000687	-0.125381	-0.125381
476	0.048994	-0.552057	0.000000	0.000000	-0.001295	-0.000829	-0.126587	-0.126587
478	0.053403	-0.540660	0.000000	0.000000	-0.001515	-0.000956	-0.127614	-0.127614
480	0.057402	-0.529414	0.000000	0.000000	-0.001703	-0.001063	-0.128472	-0.128472
482	0.061007	-0.518330	0.000000	0.000000	-0.001855	-0.001145	-0.129169	-0.129169
484	0.064231	-0.507416	0.000000	0.000000	-0.001976	-0.001209	-0.129713	-0.129713
486	0.067089	-0.496682	0.000000	0.000000	-0.002071	-0.001257	-0.130112	-0.130112
488	0.069596	-0.486133	0.000000	0.000000	-0.002144	-0.001293	-0.130373	-0.130373
490	0.071767	-0.475778	0.000000	0.000000	-0.002200	-0.001319	-0.130504	-0.130504
492	0.073616	-0.465621	0.000000	0.000000	-0.002241	-0.001337	-0.130512	-0.130512
494	0.075158	-0.455668	0.000000	0.000000	-0.002269	-0.001348	-0.130403	-0.130403
496	0.076407	-0.445923	0.000000	0.000000	-0.002287	-0.001353	-0.130184	-0.130184
498	0.077377	-0.436388	0.000000	0.000000	-0.002297	-0.001355	-0.129861	-0.129861
500	0.078083	-0.427068	0.000000	0.000000	-0.002300	-0.001353	-0.129439	-0.129439
502	0.078539	-0.417964	0.000000	0.000000	-0.002298	-0.001348	-0.128925	-0.128925
504	0.078757	-0.409078	0.000000	0.000000	-0.002290	-0.001341	-0.128324	-0.128324
506	0.078752	-0.400411	0.000000	0.000000	-0.002279	-0.001332	-0.127641	-0.127641
508	0.078536	-0.391963	0.000000	0.000000	-0.002264	-0.001322	-0.126880	-0.126880
510	0.078122	-0.383734	0.000000	0.000000	-0.002248	-0.001310	-0.126048	-0.126048
512	0.077522	-0.375723	0.000000	0.000000	-0.002229	-0.001298	-0.125148	-0.125148
514	0.076748	-0.367930	0.000000	0.000000	-0.002208	-0.001284	-0.124185	-0.124185
516	0.075812	-0.360354	0.000000	0.000000	-0.002186	-0.001271	-0.123163	-0.123163
518	0.074725	-0.352992	0.000000	0.000000	-0.002163	-0.001257	-0.122085	-0.122085
520	0.073497	-0.345842	0.000000	0.000000	-0.002140	-0.001242	-0.120957	-0.120957
522	0.072139	-0.338902	0.000000	0.000000	-0.002115	-0.001228	-0.119781	-0.119781
524	0.070662	-0.332170	0.000000	0.000000	-0.002091	-0.001213	-0.118562	-0.118562
526	0.069074	-0.325642	0.000000	0.000000	-0.002066	-0.001198	-0.117302	-0.117302
528	0.067385	-0.319316	0.000000	0.000000	-0.002040	-0.001183	-0.116005	-0.116005
530	0.065603	-0.313188	0.000000	0.000000	-0.002015	-0.001168	-0.114674	-0.114674
532	0.063738	-0.307253	0.000000	0.000000	-0.001990	-0.001154	-0.113311	-0.113311
534	0.061798	-0.301510	0.000000	0.000000	-0.001965	-0.001139	-0.111921	-0.111921
536	0.059789	-0.295954	0.000000	0.000000	-0.001939	-0.001124	-0.110504	-0.110504
538	0.057719	-0.290581	0.000000	0.000000	-0.001914	-0.001110	-0.109065	-0.109065
540	0.055596	-0.285386	0.000000	0.000000	-0.001890	-0.001095	-0.107605	-0.107605
542	0.053426	-0.280367	0.000000	0.000000	-0.001865	-0.001081	-0.106127	-0.106127
544	0.051214	-0.275518	0.000000	0.000000	-0.001840	-0.001067	-0.104633	-0.104633
546	0.048968	-0.270836	0.000000	0.000000	-0.001816	-0.001053	-0.103125	-0.103125
548	0.046693	-0.266316	0.000000	0.000000	-0.001792	-0.001039	-0.101605	-0.101605
550	0.044394	-0.261955	0.000000	0.000000	-0.001769	-0.001025	-0.100075	-0.100075
552	0.042076	-0.257747	0.000000	0.000000	-0.001745	-0.001012	-0.098538	-0.098538
554	0.039743	-0.253689	0.000000	0.000000	-0.001722	-0.000998	-0.096994	-0.096994
556	0.037401	-0.249776	0.000000	0.000000	-0.001699	-0.000985	-0.095445	-0.095445
558	0.035053	-0.246005	0.000000	0.000000	-0.001676	-0.000972	-0.093894	-0.093894
560	0.032703	-0.242370	0.000000	0.000000	-0.001654	-0.000959	-0.092341	-0.092341
562	0.030355	-0.238868	0.000000	0.000000	-0.001632	-0.000946	-0.090788	-0.090788
564	0.028013	-0.235496	0.000000	0.000000	-0.001610	-0.000934	-0.089236	-0.089236
566	0.025678	-0.232248	0.000000	0.000000	-0.001589	-0.000921	-0.087687	-0.087687
568	0.023355	-0.229121	0.000000	0.000000	-0.001567	-0.000909	-0.086141	-0.086141
570	0.021047	-0.226111	0.000000	0.000000	-0.001546	-0.000897	-0.084601	-0.084601
572	0.018754	-0.223214	0.000000	0.000000	-0.001526	-0.000885	-0.083066	-0.083066
574	0.016480	-0.220426	0.000000	0.000000	-0.001505	-0.000873	-0.081539	-0.081539
576	0.014228	-0.217745	0.000000	0.000000	-0.001485	-0.000862	-0.080019	-0.080019
578	0.011998	-0.215165	0.000000	0.000000	-0.001465	-0.000850	-0.078508	-0.078508
580	0.009793	-0.212685	0.000000	0.000000	-0.001445	-0.000839	-0.077007	-0.077007
582	0.007615	-0.210299	0.000000	0.000000	-0.001426	-0.000828	-0.075516	-0.075516
584	0.005464	-0.208006	0.000000	0.000000	-0.001407	-0.000817	-0.074037	-0.074037
586	0.003342	-0.205801	0.000000	0.000000	-0.001388	-0.000806	-0.072570	-0.072570
588	0.001251	-0.203682	0.000000	0.000000	-0.001369	-0.000795	-0.071115	-0.071115
590	-0.000809	-0.201645	0.000000	0.000000	-0.001351	-0.000784	-0.069673	-0.069673
592	-0.002837	-0.199688	0.000000	0.000000	-0.001333	-0.000774	-0.068245	-0.068245
594	-0.004831	-0.197807	0.000000	0.000000	-0.001315	-0.000764	-0.066831	-0.066831
596	-0.006791	-0.196000	0.000000	0.000000	-0.001297	-0.000753	-0.065432	-0.065432
598	-0.008717	-0.194264	0.000000	0.000000	-0.001280	-0.000743	-0.064049	-0.064049
600	-0.010608	-0.192596	0.000000	0.000000	-0.001263	-0.000733	-0.062680	-0.062680
602	-0.012463	-0.190995	0.000000	0.000000	-0.001246	-0.000724	-0.061328	-0.061328
604	-0.014282	-0.189456	0.000000	0.000000	-0.001229	-0.000714	-0.059992	-0.059992
606	-0.016065	-0.187979	0.000000	0.000000	-0.001213	-0.000704	-0.058673	-0.058673
608	-0.017812	-0.186560	0.000000	0.000000	-0.001196	-0.000695	-0.057371	-0.057371
610	-0.019522	-0.185198	0.000000	0.000000	-0.001180	-0.000686	-0.056086	-0.056086
612	-0.021196	-0.183890	0.000000	0.000000	-0.001164	-0.000677	-0.054818	-0.054818
614	-0.022833	-0.182634	0.000000	0.000000	-0.001149	-0.000668	-0.053568	-0.053568
616	-0.024433	-0.181428	0.000000	0.000000	-0.001133	-0.000659	-0.052335	-0.052335
618	-0.025997	-0.180270	0.000000	0.000000	-0.001118	-0.000650	-0.051121	-0.051121
620	-0.027525	-0.179159	0.000000	0.000000	-0.001103	-0.000641	-0.049924	-0.049924
622	-0.029016	-0.178092	0.000000	0.000000	-0.001088	-0.000633	-0.048746	-0.048746
