time	x error	y error	L0 error	L1 error	R0 error	R1 error	L eye error	R eye error
5102	0.502130	0.203613	0.000051	-0.000033	0.791835	-0.605256	0.012272	0.049087
5104	0.498943	0.203704	0.000051	-0.000032	0.807363	-0.616545	0.012272	0.049087
5106	0.495780	0.203795	0.000050	-0.000032	0.822954	-0.627543	0.012272	0.049087
5108	0.492642	0.203884	0.000049	-0.000032	0.838622	-0.638235	0.012272	0.049087
5110	0.489529	0.203972	0.000049	-0.000031	0.854380	-0.648606	0.012272	0.049087
5112	0.486439	0.204058	0.000048	-0.000031	0.870244	-0.658639	0.012272	0.049087
5114	0.483374	0.204142	0.000047	-0.000030	0.886227	-0.668316	0.012272	0.049087
5116	0.480332	0.204225	0.000049	-0.000037	0.902342	-0.677618	0.012272	0.049087
5118	0.477315	0.204307	0.000057	-0.000065	0.918604	-0.686521	0.012272	0.049087
5120	0.474321	0.204386	0.000075	-0.000130	0.935026	-0.695004	0.012272	0.049087
5122	0.437483	0.199549	0.000107	-0.000241	1.026054	-0.633825	0.024544	0.085903
5124	0.432878	0.199508	0.000154	-0.000406	1.045952	-0.636699	0.024544	0.085903
5126	0.427244	0.199336	0.000220	-0.000631	1.067929	-0.637053	0.024544	0.085903
5128	0.421573	0.199149	0.000303	-0.000917	1.090224	-0.636548	0.024544	0.085903
5130	0.415987	0.198961	0.000406	-0.001268	1.112634	-0.635377	0.024544	0.085903
5132	0.410496	0.198774	0.000529	-0.001684	1.135151	-0.633550	0.024544	0.085903
5134	0.405100	0.198588	0.000673	-0.002165	1.157795	-0.631056	0.024544	0.085903
5136	0.399795	0.198404	0.000837	-0.002710	1.180587	-0.627887	0.024544	0.085903
5138	0.394580	0.198220	0.001023	-0.003318	1.203555	-0.624041	0.024544	0.085903
5140	0.389450	0.198037	0.001229	-0.003986	1.226726	-0.619517	0.024544	0.085903
5142	0.384405	0.197855	0.001456	-0.004714	1.250131	-0.614322	0.024544	0.085903
5144	0.379441	0.197673	0.001705	-0.005497	1.273807	-0.608462	0.024544	0.085903
5146	0.374556	0.197492	0.001975	-0.006335	1.297794	-0.601948	0.024544	0.085903
5148	0.369747	0.197312	0.002266	-0.007224	1.322136	-0.594793	0.024544	0.085903
5150	0.365013	0.197131	0.002577	-0.008162	1.307200	-0.586631	0.024544	0.085903
5152	0.360351	0.196951	0.002910	-0.009146	1.291977	-0.578578	0.024544	0.085903
5154	0.355760	0.196771	0.003263	-0.010174	1.276536	-0.570663	0.024544	0.085903
5156	0.351237	0.196591	0.003636	-0.011243	1.260930	-0.562908	0.024544	0.085903
5158	0.346780	0.196411	0.004030	-0.012351	1.245204	-0.555327	0.024544	0.085903
5160	0.342389	0.196230	0.004443	-0.013495	1.229395	-0.547929	0.024544	0.085903
5162	0.320709	0.180982	0.004875	-0.014673	1.213534	-0.540720	0.000000	0.085903
5164	0.316455	0.180607	0.005327	-0.015884	1.197646	-0.533702	0.000000	0.085903
5166	0.311834	0.179844	0.005796	-0.017126	1.181752	-0.526877	0.000000	0.085903
5168	0.307253	0.179046	0.006284	-0.018396	1.165869	-0.520244	0.000000	0.085903
5170	0.302758	0.178256	0.006789	-0.019693	1.150013	-0.513802	0.000000	0.085903
5172	0.298352	0.177479	0.007310	-0.021017	1.134196	-0.507548	0.000000	0.085903
5174	0.294033	0.176715	0.007848	-0.022367	1.118429	-0.501480	0.000000	0.085903
5176	0.289797	0.175962	0.008401	-0.023740	1.102719	-0.495595	0.000000	0.085903
5178	0.285643	0.175222	0.008968	-0.025138	1.087074	-0.489889	0.000000	0.085903
5180	0.281568	0.174493	0.009549	-0.026559	1.071500	-0.484359	0.000000	0.085903
5182	0.277569	0.173776	0.010142	-0.028003	1.056003	-0.479002	0.000000	0.085903
5184	0.273644	0.173069	0.010748	-0.029470	1.040586	-0.473813	0.000000	0.085903
5186	0.269791	0.172372	0.011364	-0.030961	1.025252	-0.468790	0.000000	0.085903
5188	0.266007	0.171685	0.011990	-0.032475	1.010005	-0.463929	0.000000	0.085903
5190	0.262291	0.171008	0.012624	-0.034013	0.994845	-0.459226	0.000000	0.085903
5192	0.258640	0.170340	0.013265	-0.035576	0.979776	-0.454676	0.000000	0.085903
5194	0.255053	0.169681	0.013913	-0.037164	0.964796	-0.450277	0.000000	0.085903
5196	0.251527	0.169031	0.014565	-0.038778	0.949907	-0.446024	0.000000	0.085903
5198	0.248060	0.168389	0.015220	-0.040420	0.935109	-0.441914	0.000000	0.085903
5200	0.244652	0.167755	0.015876	-0.042091	0.920401	-0.437942	0.000000	0.085903
5202	0.308352	0.259232	0.016532	-0.043792	0.905782	-0.434103	0.171806	0.110447
5204	0.304974	0.260032	0.017186	-0.045524	0.891251	-0.430393	0.171806	0.110447
5206	0.304061	0.264342	0.017836	-0.047289	0.876806	-0.426807	0.171806	0.110447
5208	0.303396	0.269137	0.018479	-0.049089	0.862446	-0.423339	0.171806	0.110447
5210	0.302702	0.274038	0.019114	-0.050925	0.848167	-0.419983	0.171806	0.110447
5212	0.301945	0.278998	0.019738	-0.052799	0.833967	-0.416734	0.171806	0.110447
5214	0.301117	0.284012	0.020347	-0.054712	0.819842	-0.413583	0.171806	0.110447
5216	0.300218	0.289078	0.020939	-0.056668	0.805789	-0.410523	0.171806	0.110447
5218	0.299244	0.294198	0.021511	-0.058666	0.791804	-0.407543	0.171806	0.110447
5220	0.298196	0.299371	0.022058	-0.060710	0.777881	-0.404631	0.171806	0.110447
5222	0.297070	0.304599	0.022577	-0.062800	-0.999642	0.522228	0.171806	0.110447
5224	0.295865	0.309881	-0.045767	-0.062814	-1.011547	0.522711	0.171806	0.110447
5226	0.294578	0.315218	-0.068057	-0.045529	-1.020032	0.519255	0.171806	0.110447
5228	0.293209	0.320610	-0.087081	-0.027696	-1.025872	0.513181	0.171806	0.110447
5230	0.291756	0.326058	-0.102942	-0.009488	-1.029651	0.505449	0.171806	0.110447
5232	0.290215	0.331563	-0.115768	0.008940	-1.031806	0.496754	0.171806	0.110447
5234	0.288586	0.337125	-0.125697	0.027452	-1.032654	0.487600	0.171806	0.110447
5236	0.286865	0.342744	-0.132869	0.045935	-1.032423	0.478340	0.171806	0.110447
5238	0.285052	0.348422	-0.137427	0.064284	-1.031273	0.469208	0.171806	0.110447
5240	0.283143	0.354158	-0.139508	0.082403	-1.029318	0.460352	0.171806	0.110447
5242	0.310069	0.371410	-0.140182	0.100157	-1.026640	0.451854	0.147262	0.073631
5244	0.309043	0.378289	-0.140134	0.117519	-1.023301	0.443752	0.147262	0.073631
5246	0.308799	0.385653	-0.138745	0.134521	-1.019351	0.436053	0.147262	0.073631
5248	0.308603	0.393237	-0.136161	0.151149	-1.014836	0.428741	0.147262	0.073631
5250	0.308357	0.401011	-0.132527	0.167400	-1.009795	0.421793	0.147262	0.073631
5252	0.308049	0.408978	-0.127986	0.183282	-1.004265	0.415179	0.147262	0.073631
5254	0.307673	0.417144	-0.122672	0.198812	-0.998276	0.408868	0.147262	0.073631
5256	0.307226	0.425518	-0.116711	0.214013	-0.991858	0.402829	0.147262	0.073631
5258	0.306704	0.434109	-0.110221	0.228911	-0.985035	0.397030	0.147262	0.073631
5260	0.306104	0.442927	-0.103313	0.243538	-0.977830	0.391442	0.147262	0.073631
5262	0.305422	0.451980	-0.096094	0.257925	-0.970264	0.386035	0.147262	0.073631
5264	0.304653	0.461281	-0.088660	0.272109	-0.962354	0.380783	0.147262	0.073631
5266	0.303793	0.470840	-0.081105	0.286124	-0.954018	0.375553	0.147262	0.073631
5268	0.302838	0.480669	-0.073511	0.300009	-0.945212	0.370268	0.147262	0.073631
5270	0.301782	0.490783	-0.066004	0.313816	-0.935995	0.365016	0.147262	0.073631
5272	0.300619	0.501194	-0.058688	0.327588	-0.926417	0.359853	0.147262	0.073631
5274	0.299343	0.511917	-0.051595	0.341351	-0.916546	0.354805	0.147262	0.073631
5276	0.297949	0.522970	-0.044755	0.355132	-0.906440	0.349886	0.147262	0.073631
5278	0.296428	0.534368	-0.038128	0.369090	-0.896149	0.345103	0.147262	0.073631
5280	0.294774	0.546131	-0.031701	0.383325	-0.885716	0.340456	0.147262	0.073631
5282	0.312100	0.634588	-0.097054	0.414334	-0.875177	0.335941	0.110447	0.012272
5284	0.310535	0.653682	-0.095759	0.430633	-0.864566	0.331554	0.110447	0.012272
5286	0.308960	0.676493	0.052158	-0.214606	-0.853909	0.327288	0.110447	0.012272
5288	0.307372	0.701152	0.052474	-0.218875	-0.843230	0.323136	0.110447	0.012272
5290	0.305772	0.727548	0.052337	-0.221350	-0.832552	0.319090	0.110447	0.012272
5292	0.304157	0.755825	0.051891	-0.222489	-0.821891	0.315144	0.110447	0.012272
5294	0.302528	0.786184	0.051242	-0.222635	-0.811265	0.311289	0.110447	0.012272
5296	0.300883	0.818861	0.050465	-0.222046	-0.800686	0.307519	0.110447	0.012272
5298	0.299221	0.854132	0.049616	-0.220911	-0.790166	0.303828	0.110447	0.012272
5300	0.297540	0.892315	0.048733	-0.219376	-0.779716	0.300210	0.110447	0.012272
5302	0.295839	0.933785	0.047841	-0.217547	-0.769344	0.296659	0.110447	0.012272
5304	0.294117	0.978986	0.046957	-0.215505	-0.759059	0.293172	0.110447	0.012272
5306	0.292371	1.028441	0.046093	-0.213309	-0.748866	0.289744	0.110447	0.012272
5308	0.290600	1.082779	0.045256	-0.211004	-0.738771	0.286370	0.110447	0.012272
5310	0.288801	1.142762	0.044448	-0.208624	-0.728778	0.283048	0.110447	0.012272
5312	0.286972	1.209313	0.043672	-0.206194	-0.718892	0.279774	0.110447	0.012272
5314	0.285110	1.283576	0.042928	-0.203733	-0.709114	0.276545	0.110447	0.012272
5316	0.283213	1.366973	0.042214	-0.201257	-0.699449	0.273360	0.110447	0.012272
5318	0.281276	1.461299	0.041530	-0.198775	-0.689897	0.270215	0.110447	0.012272
5320	0.279296	1.568859	0.040872	-0.196296	-0.680460	0.267110	0.110447	0.012272
5322	0.277268	0.951357	0.040241	-0.193826	-0.671140	0.264042	-0.036816	-0.073631
5324	0.275213	0.986382	0.039633	-0.191369	-0.661936	0.261009	-0.036816	-0.073631
5326	0.273154	1.010204	0.039047	-0.188930	-0.652850	0.258012	-0.036816	-0.073631
5328	0.271088	1.033129	0.038480	-0.186511	-0.643882	0.255047	-0.036816	-0.073631
5330	0.269016	1.056548	0.037932	-0.184114	-0.635031	0.252116	-0.036816	-0.073631
5332	0.266937	1.080674	0.037400	-0.181741	-0.626298	0.249215	-0.036816	-0.073631
5334	0.264850	1.105566	0.036884	-0.179392	-0.617681	0.246346	-0.036816	-0.073631
5336	0.262755	1.131266	0.036382	-0.177068	-0.609180	0.243506	-0.036816	-0.073631
5338	0.260652	1.157816	0.035892	-0.174771	-0.600794	0.240696	-0.036816	-0.073631
5340	0.258540	1.185262	0.035414	-0.172501	-0.592523	0.237914	-0.036816	-0.073631
5342	0.256418	1.213650	0.034947	-0.170257	-0.584366	0.235161	-0.036816	-0.073631
5344	0.254287	1.243031	0.034490	-0.168039	-0.576321	0.232436	-0.036816	-0.073631
5346	0.252147	1.273460	0.034042	-0.165849	-0.568388	0.229738	-0.036816	-0.073631
5348	0.249996	1.304996	0.033603	-0.163686	-0.560564	0.227068	-0.036816	-0.073631
5350	0.247836	1.337700	0.033172	-0.161550	-0.552850	0.224425	-0.036816	-0.073631
5352	0.245666	1.371640	0.032749	-0.159440	-0.545243	0.221808	-0.036816	-0.073631
5354	0.243486	1.406890	0.032333	-0.157357	-0.537743	0.219217	-0.036816	-0.073631
5356	0.241296	1.443528	0.031923	-0.155300	-0.530348	0.216653	-0.036816	-0.073631
5358	0.239097	1.481639	0.031520	-0.153270	-0.523056	0.214114	-0.036816	-0.073631
5360	0.236889	1.521318	0.031123	-0.151265	-0.515868	0.211601	-0.036816	-0.073631
5362	0.234673	1.029068	0.030732	-0.149286	-0.508780	0.209114	-0.147262	-0.134990
5364	0.232466	1.040374	0.030347	-0.147332	-0.501792	0.206651	-0.147262	-0.134990
5366	0.230287	1.041428	0.029967	-0.145404	-0.494902	0.204214	-0.147262	-0.134990
5368	0.228136	1.041049	0.029592	-0.143501	-0.488110	0.201802	-0.147262	-0.134990
5370	0.226014	1.040352	0.029223	-0.141622	-0.481413	0.199414	-0.147262	-0.134990
5372	0.223920	1.039483	0.028858	-0.139768	-0.474810	0.197052	-0.147262	-0.134990
5374	0.221855	1.038463	0.028498	-0.137937	-0.468301	0.194713	-0.147262	-0.134990
5376	0.219819	1.037298	0.028143	-0.136131	-0.461883	0.192399	-0.147262	-0.134990
5378	0.217813	1.035994	0.027792	-0.134348	-0.455556	0.190109	-0.147262	-0.134990
5380	0.215837	1.034555	0.027446	-0.132588	-0.449317	0.187842	-0.147262	-0.134990
5382	0.213892	1.032985	0.027104	-0.130851	-0.443167	0.185600	-0.147262	-0.134990
5384	0.211976	1.031290	0.026766	-0.129137	-0.437103	0.183381	-0.147262	-0.134990
5386	0.210092	1.029472	0.026433	-0.127445	-0.431124	0.181186	-0.147262	-0.134990
5388	0.208238	1.027535	0.026104	-0.125775	-0.425230	0.179014	-0.147262	-0.134990
5390	0.206415	1.025484	0.025778	-0.124127	-0.419418	0.176865	-0.147262	-0.134990
5392	0.204622	1.023323	0.025457	-0.122501	-0.413688	0.174739	-0.147262	-0.134990
5394	0.202861	1.021054	0.025140	-0.120895	-0.408038	0.172636	-0.147262	-0.134990
5396	0.201131	1.018680	0.024826	-0.119311	-0.402467	0.170555	-0.147262	-0.134990
5398	0.199431	1.016206	0.024516	-0.117748	-0.396975	0.168497	-0.147262	-0.134990
5400	0.197762	1.013634	0.024211	-0.116205	-0.391559	0.166462	-0.147262	-0.134990
5402	0.196124	1.334771	0.023908	-0.114682	-0.386220	0.164448	-0.122718	-0.147262
5404	0.194508	1.339916	0.023610	-0.113179	-0.380955	0.162457	-0.122718	-0.147262
5406	0.192907	1.357229	0.023315	-0.111696	-0.375763	0.160488	-0.122718	-0.147262
5408	0.191322	1.376399	0.023024	-0.110232	-0.370644	0.158540	-0.122718	-0.147262
5410	0.189752	1.396137	0.022736	-0.108787	-0.365597	0.156614	-0.122718	-0.147262
5412	0.188200	1.416289	0.022451	-0.107362	-0.360620	0.154709	-0.122718	-0.147262
5414	0.186664	1.436851	0.022171	-0.105955	-0.355712	0.152825	-0.122718	-0.147262
5416	0.185145	1.457835	0.021893	-0.104566	-0.350873	0.150962	-0.122718	-0.147262
5418	0.183645	1.479259	0.021619	-0.103195	-0.346101	0.149120	-0.122718	-0.147262
5420	0.182162	1.501140	0.021348	-0.101843	-0.341396	0.147299	-0.122718	-0.147262
5422	0.180697	1.523498	0.021081	-0.100508	-0.336756	0.145498	-0.122718	-0.147262
5424	0.179252	1.546353	0.020817	-0.099191	-0.332181	0.143717	-0.122718	-0.147262
5426	0.177825	1.569725	0.020556	-0.097891	-0.327669	0.141957	-0.122718	-0.147262
5428	0.176419	1.593638	0.020298	-0.096608	-0.323220	0.140217	-0.122718	-0.147262
5430	0.175032	1.618114	0.020043	-0.095341	-0.318832	0.138496	-0.122718	-0.147262
5432	0.173666	1.643178	0.019791	-0.094092	-0.314505	0.136795	-0.122718	-0.147262
5434	0.172321	1.668857	0.019543	-0.092859	-0.310239	0.135114	-0.122718	-0.147262
5436	0.170997	1.695178	0.019297	-0.091641	-0.306031	0.133451	-0.122718	-0.147262
5438	0.169694	1.722170	0.019055	-0.090440	-0.301882	0.131808	-0.122718	-0.147262
5440	0.168414	1.749864	0.018815	-0.089255	-0.297790	0.130184	-0.122718	-0.147262
5442	0.167156	1.784438	0.018579	-0.088085	-0.293754	0.128578	-0.073631	-0.098175
5444	0.165920	1.814513	0.018345	-0.086930	-0.289775	0.126991	-0.073631	-0.098175
5446	0.164708	1.845545	0.018114	-0.085791	-0.285850	0.125422	-0.073631	-0.098175
5448	0.163519	1.877535	0.017886	-0.084666	-0.281979	0.123872	-0.073631	-0.098175
5450	0.162353	1.910525	0.017661	-0.083557	-0.278162	0.122340	-0.073631	-0.098175
5452	0.161211	1.944569	0.017439	-0.082461	-0.274398	0.120825	-0.073631	-0.098175
5454	0.160094	1.979722	0.017219	-0.081380	-0.270685	0.119328	-0.073631	-0.098175
5456	0.159001	2.016044	0.017002	-0.080314	-0.267024	0.117849	-0.073631	-0.098175
5458	0.157933	2.053601	0.016787	-0.079261	-0.263412	0.116387	-0.073631	-0.098175
5460	0.156890	2.092461	0.016576	-0.078222	-0.259851	0.114942	-0.073631	-0.098175
5462	0.155872	2.132700	0.016367	-0.077197	-0.256338	0.113514	-0.073631	-0.098175
5464	0.154879	2.174397	0.016160	-0.076185	-0.252874	0.112103	-0.073631	-0.098175
5466	0.153913	2.217639	0.015956	-0.075186	-0.249458	0.110709	-0.073631	-0.098175
5468	0.152972	2.262519	0.015755	-0.074200	-0.246088	0.109331	-0.073631	-0.098175
5470	0.152057	2.309137	0.015556	-0.073228	-0.242764	0.107970	-0.073631	-0.098175
5472	0.151169	2.357603	0.015359	-0.072268	-0.239487	0.106624	-0.073631	-0.098175
5474	0.150307	2.408034	0.015165	-0.071320	-0.236254	0.105295	-0.073631	-0.098175
5476	0.149471	2.455691	0.014973	-0.070386	-0.233065	0.103981	-0.073631	-0.098175
5478	0.148662	2.447677	0.014784	-0.069463	-0.229920	0.102684	-0.073631	-0.098175
5480	0.147880	2.439511	0.014597	-0.068552	-0.226818	0.101401	-0.073631	-0.098175
5482	0.127675	1.875260	0.014412	-0.067654	-0.223759	0.100134	-0.061359	-0.061359
5484	0.127897	1.893070	0.014230	-0.066767	-0.220741	0.098882	-0.061359	-0.061359
5486	0.126128	1.895531	0.014050	-0.065891	-0.217765	0.097645	-0.061359	-0.061359
5488	0.124431	1.896008	0.013872	-0.065028	-0.214830	0.096423	-0.061359	-0.061359
5490	0.123063	1.896194	0.013696	-0.064175	-0.211934	0.095216	-0.061359	-0.061359
5492	0.122053	1.896303	0.013523	-0.063334	-0.209078	0.094023	-0.061359	-0.061359
5494	0.121401	1.896360	0.013352	-0.062504	-0.206261	0.092844	-0.061359	-0.061359
5496	0.121105	1.896371	0.013182	-0.061684	-0.203483	0.091680	-0.061359	-0.061359
5498	0.121161	1.896335	0.013015	-0.060876	-0.200742	0.090530	-0.061359	-0.061359
5500	0.121568	1.896254	0.012850	-0.060078	-0.198039	0.089394	-0.061359	-0.061359
5502	0.122322	1.896127	0.012687	-0.059290	-0.195373	0.088271	-0.061359	-0.061359
5504	0.123421	1.895954	0.012527	-0.058513	-0.192743	0.087162	-0.061359	-0.061359
5506	0.124861	1.895734	0.012368	-0.057746	-0.190149	0.086067	-0.061359	-0.061359
5508	0.126641	1.895467	0.012211	-0.056989	-0.187590	0.084985	-0.061359	-0.061359
5510	0.128758	1.895152	0.012056	-0.056241	-0.185066	0.083916	-0.061359	-0.061359
5512	0.131210	1.894789	0.011903	-0.055504	-0.182576	0.082860	-0.061359	-0.061359
5514	0.133995	1.894375	0.011752	-0.054776	-0.180121	0.081816	-0.061359	-0.061359
5516	0.137110	1.893909	0.011603	-0.054058	-0.177698	0.080786	-0.061359	-0.061359
5518	0.138440	1.893391	0.011455	-0.053350	-0.175309	0.079768	-0.061359	-0.061359
5520	0.138152	1.892818	0.011310	-0.052650	-0.172952	0.078763	-0.061359	-0.061359
5522	0.078617	1.898484	0.011166	-0.051960	-0.170627	0.077770	-0.024544	-0.024544
5524	0.081224	1.898310	0.011024	-0.051279	-0.168334	0.076789	-0.024544	-0.024544
5526	0.082034	1.898230	0.010884	-0.050607	-0.166072	0.075820	-0.024544	-0.024544
5528	0.082769	1.898153	0.010746	-0.049943	-0.163840	0.074863	-0.024544	-0.024544
5530	0.083644	1.898067	0.010609	-0.049288	-0.161639	0.073917	-0.024544	-0.024544
5532	0.084681	1.897969	0.010474	-0.048642	-0.159468	0.072984	-0.024544	-0.024544
5534	0.085881	1.897859	0.010341	-0.048004	-0.157326	0.072062	-0.024544	-0.024544
5536	0.087244	1.897738	0.010209	-0.047375	-0.155213	0.071151	-0.024544	-0.024544
5538	0.088766	1.897604	0.010080	-0.046754	-0.153129	0.070251	-0.024544	-0.024544
5540	0.090447	1.897458	0.009951	-0.046141	-0.151073	0.069362	-0.024544	-0.024544
5542	0.092282	1.897299	0.009825	-0.045536	-0.149045	0.068485	-0.024544	-0.024544
5544	0.094272	1.897127	0.009700	-0.044939	-0.147045	0.067618	-0.024544	-0.024544
5546	0.096413	1.896941	0.009576	-0.044350	-0.145071	0.066762	-0.024544	-0.024544
5548	0.098705	1.896742	0.009454	-0.043768	-0.143124	0.065917	-0.024544	-0.024544
5550	0.101145	1.896528	0.009334	-0.043195	-0.141204	0.065082	-0.024544	-0.024544
5552	0.103732	1.896299	0.009215	-0.042628	-0.139310	0.064257	-0.024544	-0.024544
5554	0.106465	1.896054	0.009098	-0.042069	-0.137441	0.063442	-0.024544	-0.024544
5556	0.109341	1.895794	0.008982	-0.041518	-0.135597	0.062638	-0.024544	-0.024544
5558	0.112361	1.895517	0.008867	-0.040973	-0.133779	0.061844	-0.024544	-0.024544
5560	0.115521	1.895222	0.008754	-0.040436	-0.131985	0.061059	-0.024544	-0.024544
5562	0.025555	1.900011	0.008643	-0.039906	-0.130215	0.060284	0.024544	0.024544
5564	0.026571	1.899999	0.008533	-0.039383	-0.128469	0.059519	0.024544	0.024544
5566	0.024890	1.900003	0.008424	-0.038866	-0.126747	0.058764	0.024544	0.024544
5568	0.022815	1.900004	0.008316	-0.038357	-0.125048	0.058017	0.024544	0.024544
5570	0.020630	1.900000	0.008210	-0.037854	-0.123372	0.057280	0.024544	0.024544
5572	0.018369	1.899990	0.008106	-0.037358	-0.121719	0.056553	0.024544	0.024544
5574	0.016034	1.899974	0.008002	-0.036868	-0.120088	0.055834	0.024544	0.024544
5576	0.013623	1.899952	0.007900	-0.036384	-0.118478	0.055124	0.024544	0.024544
5578	0.011134	1.899924	0.007799	-0.035907	-0.116891	0.054423	0.024544	0.024544
5580	0.008565	1.899889	0.007700	-0.035437	-0.115325	0.053731	0.024544	0.024544
5582	0.005914	1.899848	0.007602	-0.034972	-0.113780	0.053048	0.024544	0.024544
5584	0.003179	1.899799	0.007505	-0.034513	-0.112256	0.052373	0.024544	0.024544
5586	0.000359	1.899742	0.007409	-0.034061	-0.110753	0.051706	0.024544	0.024544
5588	-0.002548	1.899677	0.007314	-0.033614	-0.109270	0.051048	0.024544	0.024544
5590	-0.005544	1.899604	0.007221	-0.033174	-0.107807	0.050398	0.024544	0.024544
5592	-0.008631	1.899522	0.007129	-0.032739	-0.106363	0.049756	0.024544	0.024544
5594	-0.011809	1.899431	0.007038	-0.032309	-0.104939	0.049123	0.024544	0.024544
5596	-0.015080	1.889319	0.006948	-0.031886	-0.103534	0.048497	0.024544	0.024544
5598	-0.018445	1.879107	0.006859	-0.031468	-0.102149	0.047879	0.024544	0.024544
5600	-0.021904	1.868883	0.006771	-0.031055	-0.100781	0.047269	0.024544	0.024544
5602	-0.025459	1.858648	0.006685	-0.030648	-0.099433	0.046666	0.024544	0.024544
5604	-0.029110	1.848405	0.006600	-0.030246	-0.098102	0.046071	0.024544	0.024544
5606	-0.032857	1.838156	0.006515	-0.029850	-0.096789	0.045484	0.024544	0.024544
5608	-0.036702	1.827902	0.006432	-0.029458	-0.095494	0.044904	0.024544	0.024544
5610	-0.040645	1.817644	0.006350	-0.029072	-0.094216	0.044331	0.024544	0.024544
5612	-0.044686	1.807385	0.006269	-0.028691	-0.092956	0.043765	0.024544	0.024544
5614	-0.048827	1.797125	0.006189	-0.028315	-0.091712	0.043207	0.024544	0.024544
5616	-0.053067	1.786867	0.006109	-0.027943	-0.090486	0.042655	0.024544	0.024544
5618	-0.057407	1.776612	0.006031	-0.027577	-0.089275	0.042111	0.024544	0.024544
5620	-0.061849	1.766362	0.005954	-0.027215	-0.088081	0.041573	0.024544	0.024544
5622	-0.066392	1.756117	0.005878	-0.026858	-0.086903	0.041042	0.024544	0.024544
5624	-0.071038	1.745879	0.005803	-0.026506	-0.085741	0.040518	0.024544	0.024544
5626	-0.075787	1.735650	0.005729	-0.026159	-0.084595	0.040000	0.024544	0.024544
5628	-0.080639	1.725431	0.005655	-0.025816	-0.083464	0.039489	0.024544	0.024544
5630	-0.085596	1.715223	0.005583	-0.025477	-0.082348	0.038985	0.024544	0.024544
5632	-0.090658	1.705028	0.005512	-0.025143	-0.081247	0.038486	0.024544	0.024544
5634	-0.095827	1.694846	0.005441	-0.024813	-0.080161	0.037994	0.024544	0.024544
5636	-0.101101	1.684680	0.005372	-0.024488	-0.079089	0.037509	0.024544	0.024544
5638	-0.106484	1.674529	0.005303	-0.024167	-0.078032	0.037029	0.024544	0.024544
5640	-0.111975	1.664395	0.005235	-0.023850	-0.076989	0.036556	0.024544	0.024544
5642	-0.094361	1.654280	0.005168	-0.023537	-0.075960	0.036088	0.012272	0.012272
5644	-0.099476	1.644184	0.005102	-0.023229	-0.074945	0.035626	0.012272	0.012272
5646	-0.103999	1.634109	0.005037	-0.022924	-0.073944	0.035171	0.012272	0.012272
5648	-0.108503	1.624055	0.004972	-0.022624	-0.072955	0.034721	0.012272	0.012272
5650	-0.113062	1.614024	0.004908	-0.022327	-0.071981	0.034276	0.012272	0.012272
5652	-0.117683	1.604016	0.004846	-0.022034	-0.071019	0.033838	0.012272	0.012272
5654	-0.122371	1.594032	0.004784	-0.021745	-0.070070	0.033405	0.012272	0.012272
5656	-0.127124	1.584074	0.004722	-0.021460	-0.069134	0.032977	0.012272	0.012272
5658	-0.131945	1.574142	0.004662	-0.021179	-0.068210	0.032555	0.012272	0.012272
5660	-0.136835	1.564237	0.004602	-0.020901	-0.067299	0.032138	0.012272	0.012272
5662	-0.141793	1.554360	0.004543	-0.020627	-0.066400	0.031726	0.012272	0.012272
5664	-0.146822	1.544511	0.004485	-0.020357	-0.065514	0.031320	0.012272	0.012272
5666	-0.151923	1.534693	0.004428	-0.020090	-0.064639	0.030919	0.012272	0.012272
5668	-0.157096	1.524904	0.004371	-0.019826	-0.063775	0.030523	0.012272	0.012272
5670	-0.162343	1.515146	0.004315	-0.019566	-0.062924	0.030132	0.012272	0.012272
5672	-0.167665	1.505421	0.004260	-0.019310	-0.062083	0.029745	0.012272	0.012272
5674	-0.173063	1.495727	0.004205	-0.019056	-0.061254	0.029364	0.012272	0.012272
5676	-0.178539	1.486067	0.004151	-0.018807	-0.060436	0.028988	0.012272	0.012272
5678	-0.184093	1.476441	0.004098	-0.018560	-0.059629	0.028616	0.012272	0.012272
5680	-0.189728	1.466849	0.004046	-0.018317	-0.058833	0.028249	0.012272	0.012272
5682	-0.160532	1.457292	0.003994	-0.018076	-0.058048	0.027887	0.000000	0.012272
5684	-0.164790	1.447771	0.003943	-0.017839	-0.057273	0.027530	0.000000	0.012272
5686	-0.168150	1.438287	0.003892	-0.017605	-0.056508	0.027177	0.000000	0.012272
5688	-0.171362	1.428839	0.003842	-0.017375	-0.055754	0.026828	0.000000	0.012272
5690	-0.174524	1.419429	0.003793	-0.017147	-0.055010	0.026484	0.000000	0.012272
5692	-0.177647	1.410057	0.003744	-0.016922	-0.054276	0.026144	0.000000	0.012272
5694	-0.180733	1.400724	0.003696	-0.016700	-0.053551	0.025809	0.000000	0.012272
5696	-0.183784	1.391429	0.003649	-0.016481	-0.052836	0.025478	0.000000	0.012272
5698	-0.186801	1.382175	0.003602	-0.016265	-0.052131	0.025151	0.000000	0.012272
5700	-0.189782	1.372960	0.003556	-0.016052	-0.051436	0.024828	0.000000	0.012272
5702	-0.192731	1.363785	0.003510	-0.015841	-0.050749	0.024509	0.000000	0.012272
5704	-0.195646	1.354652	0.003465	-0.015634	-0.050072	0.024195	0.000000	0.012272
5706	-0.198528	1.345559	0.003421	-0.015429	-0.049404	0.023884	0.000000	0.012272
