	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63
22	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.986146	0.972848	0.960664	0.950148	0.941834	0.936201	0.933639	0.934415	0.938658	0.946342	0.957128	0.969694	0.980203	1.000000	1.000000	1.000000	0.979818	0.967728	0.950622	0.932255	0.914607	0.898730	0.885467	0.875628	0.869996	0.869248	0.873857	0.883992	0.899470	0.919767	0.944057	0.971250	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.990084	0.981396	0.974873	0.971083	0.970244	0.972266	0.976814	0.983378	0.991334	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
23	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.988962	0.978417	0.968855	0.960759	0.954592	0.950783	0.949721	0.951762	0.957277	0.966766	0.980973	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.975583	0.951708	0.930187	0.911308	0.895586	0.883699	0.876374	0.874271	0.877844	0.887221	0.902126	0.921912	0.945625	0.972098	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.992884	0.986590	0.981786	0.978918	0.978187	0.979568	0.982847	0.987664	0.993556	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
24	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.991285	0.983002	0.975581	0.969442	0.964991	0.962618	0.962701	0.965636	0.971922	0.982471	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.968807	0.943125	0.920730	0.901870	0.887208	0.877531	0.873616	0.876029	0.884920	0.899903	0.920127	0.944435	0.971518	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.994863	0.990292	0.986764	0.984616	0.984017	0.984972	0.987343	0.990875	0.995226	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
25	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.993175	0.986726	0.981025	0.976436	0.973312	0.971996	0.972829	0.976158	0.982306	0.991194	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.980396	0.952776	0.926618	0.903955	0.885730	0.872928	0.866633	0.867736	0.876526	0.892440	0.914259	0.940471	0.969538	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.996277	0.992950	0.990363	0.988765	0.988291	0.988960	0.990679	0.993267	0.996474	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
26	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.994689	0.989702	0.985357	0.981965	0.979824	0.979225	0.980461	0.983863	0.989948	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.960965	0.929009	0.901605	0.878829	0.861817	0.852251	0.851756	0.861009	0.879072	0.903997	0.933652	0.966164	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.997294	0.994870	0.992974	0.991790	0.991424	0.991896	0.993145	0.995042	0.997401	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
27	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.995881	0.992036	0.988737	0.986242	0.984795	0.984621	0.985925	0.988885	0.993623	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.962074	0.926849	0.894625	0.866164	0.843262	0.828797	0.826028	0.836683	0.858841	0.889005	0.923975	0.961465	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.998029	0.996260	0.994871	0.993998	0.993720	0.994055	0.994965	0.996354	0.998087	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
28	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.996796	0.993825	0.991313	0.989471	0.988492	0.988539	0.989733	0.992129	0.995660	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.960484	0.921687	0.883884	0.847939	0.816269	0.793647	0.786875	0.800856	0.830602	0.869209	0.911777	0.955722	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.998563	0.997270	0.996253	0.995610	0.995401	0.995641	0.996304	0.997321	0.998594	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
29	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.997480	0.995156	0.993217	0.991838	0.991164	0.991311	0.992339	0.994238	0.996886	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.958176	0.915529	0.871285	0.825440	0.780228	0.742647	0.726969	0.749265	0.793501	0.845453	0.898202	0.949645	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.998950	0.998006	0.997261	0.996788	0.996632	0.996805	0.997289	0.998034	0.998968	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
30	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.997966	0.996101	0.994564	0.993497	0.993017	0.993200	0.994074	0.995598	0.997647	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.956691	0.910969	0.860286	0.802306	0.736558	0.669743	0.629090	0.675733	0.748685	0.820898	0.885933	0.944657	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.999233	0.998543	0.997997	0.997650	0.997534	0.997659	0.998012	0.998558	0.999242	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
31	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.998284	0.996718	0.995439	0.994571	0.994206	0.994399	0.995158	0.996432	0.998105	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.957619	0.911370	0.856585	0.786941	0.693955	0.570676	0.443914	0.575892	0.704607	0.803521	0.879976	0.943051	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.999439	0.998934	0.998535	0.998280	0.998194	0.998285	0.998543	0.998942	0.999444	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
